,Date,Instrument,GICS Sector,BUY_SELL,Probability
2165,2020-07-28,SBUX,Consumer Discretionary,SELL,0.49753429272642125
2166,2020-07-28,OMC,Communication Services,SELL,0.49254702556189905
2167,2020-07-28,AFL,Financials,BUY,0.5277877492924907
2168,2020-07-28,BXP,Real Estate,SELL,0.42706146492022057
2169,2020-07-28,WAB,Industrials,BUY,0.5251890136898105
2170,2020-07-28,MXIM,Information Technology,BUY,0.5192144406468026
2171,2020-07-28,JNPR,Information Technology,BUY,0.5175962387462114
2172,2020-07-28,DXCM,Health Care,SELL,0.4909940351108321
2173,2020-07-28,MPWR,Information Technology,BUY,0.5199293346249123
2174,2020-07-28,ROP,Industrials,BUY,0.5112684793461907
2175,2020-07-28,DTE,Utilities,BUY,0.5029494189345752
2176,2020-07-28,PKI,Health Care,SELL,0.4875538854210987
2177,2020-07-28,MO,Consumer Staples,SELL,0.3595865681064976
2178,2020-07-28,V,Information Technology,BUY,0.5152304193958908
2179,2020-07-29,ROL,Industrials,BUY,0.506377217113571
2180,2020-07-29,BA,Industrials,SELL,0.4711813361729423
2181,2020-07-29,AMP,Financials,BUY,0.5258826741645257
2182,2020-07-29,PYPL,Information Technology,BUY,0.5119060573024982
2183,2020-07-29,APA,Energy,SELL,0.30722935695799053
2184,2020-07-29,GM,Consumer Discretionary,BUY,0.5127437962176178
2185,2020-07-29,QRVO,Information Technology,BUY,0.5236446337272769
2186,2020-07-29,LRCX,Information Technology,BUY,0.5258457093792146
2187,2020-07-29,DRE,Real Estate,SELL,0.47759818660075287
2188,2020-07-29,NSC,Industrials,BUY,0.5125351376511116
2189,2020-07-29,ADM,Consumer Staples,SELL,0.37827019273748097
2190,2020-07-29,URI,Industrials,BUY,0.5224142757301725
2191,2020-07-29,CERN,Health Care,SELL,0.4772266609205832
2192,2020-07-29,HOLX,Health Care,SELL,0.488486433258424
2193,2020-07-29,ORLY,Consumer Discretionary,BUY,0.5110090191316862
2194,2020-07-29,GE,Industrials,SELL,0.48482783427091164
2195,2020-07-29,ANTM,Health Care,SELL,0.4668898617438528
2196,2020-07-29,MAA,Real Estate,SELL,0.44987023025202433
2197,2020-07-29,HES,Energy,SELL,0.27163589908503233
2198,2020-07-29,TT,Industrials,BUY,0.510035601354933
2199,2020-07-29,TEL,Information Technology,BUY,0.520147383686972
2200,2020-07-29,FBHS,Industrials,BUY,0.5009518927470529
2201,2020-07-29,IPG,Communication Services,SELL,0.49862248431694994
2202,2020-07-29,GRMN,Consumer Discretionary,BUY,0.5092490123523487
2203,2020-07-29,RJF,Financials,BUY,0.5250670484651978
2204,2020-07-29,BSX,Health Care,SELL,0.47850135598509086
2205,2020-07-29,TYL,Information Technology,BUY,0.5198691223919377
2206,2020-07-29,NOW,Information Technology,BUY,0.5154164250527807
2207,2020-07-29,CME,Financials,BUY,0.5080366841216597
2208,2020-07-29,QCOM,Information Technology,BUY,0.5223201080093455
2209,2020-07-29,GD,Industrials,BUY,0.5094692034592194
2210,2020-07-29,CCI,Real Estate,BUY,0.5013131979616859
2211,2020-07-29,PTC,Information Technology,BUY,0.5176389108106564
2212,2020-07-29,EQIX,Real Estate,SELL,0.49906051649802036
2213,2020-07-29,ETN,Industrials,BUY,0.5109274060286983
2214,2020-07-29,CTSH,Information Technology,BUY,0.5188710636259488
2215,2020-07-29,TROW,Financials,BUY,0.5188855462929036
2216,2020-07-29,ADP,Information Technology,BUY,0.5139829450951166
2217,2020-07-30,WLTW,Financials,BUY,0.5209212099080347
2218,2020-07-30,AVB,Real Estate,SELL,0.4233009138366395
2219,2020-07-30,GOOGL,Communication Services,SELL,0.49167102304973626
2220,2020-07-30,ALXN,Health Care,SELL,0.46529049494941865
2221,2020-07-30,UPS,Industrials,BUY,0.5049201495320383
2222,2020-07-30,YUM,Consumer Discretionary,SELL,0.4991478605959026
2223,2020-07-30,MCO,Financials,BUY,0.5292424984760902
2224,2020-07-30,K,Consumer Staples,SELL,0.38586174510759946
2225,2020-07-30,SYK,Health Care,SELL,0.4752167585612138
2226,2020-07-30,AMT,Real Estate,SELL,0.48645081030264004
2227,2020-07-30,DD,Materials,SELL,0.49230850820167843
2228,2020-07-30,GNRC,Industrials,SELL,0.47816003014326547
2229,2020-07-30,FB,Communication Services,SELL,0.49456417601528363
2230,2020-07-30,KHC,Consumer Staples,SELL,0.37040923070718307
2231,2020-07-30,SO,Utilities,BUY,0.510108971972524
2232,2020-07-30,LLY,Health Care,SELL,0.4879869301208777
2233,2020-07-30,ODFL,Industrials,BUY,0.5101497352995649
2234,2020-07-30,AJG,Financials,BUY,0.5351091147268986
2235,2020-07-30,AAPL,Information Technology,BUY,0.5192959696053357
2236,2020-07-30,MA,Information Technology,BUY,0.5125047438399222
2237,2020-07-30,EA,Communication Services,SELL,0.49364831444510143
2238,2020-07-30,MMC,Financials,BUY,0.5271380665701336
2239,2020-07-30,CI,Health Care,SELL,0.4771301801358141
2240,2020-07-30,AOS,Industrials,BUY,0.5134248797294662
2241,2020-07-30,GPC,Consumer Discretionary,SELL,0.4983375534506814
2242,2020-07-30,AMZN,Consumer Discretionary,BUY,0.5109113272613112
2243,2020-07-30,HBI,Consumer Discretionary,BUY,0.5013258572513365
2244,2020-07-30,LIN,Materials,SELL,0.4954864139427499
2245,2020-07-30,HST,Real Estate,SELL,0.42070931490161656
2246,2020-07-30,COG,Energy,SELL,0.29979486881236833
2247,2020-07-30,VLO,Energy,SELL,0.41637925452896213
2248,2020-07-30,HIG,Financials,BUY,0.5402705883121578
2249,2020-07-30,DVA,Health Care,SELL,0.49243799176005626
2250,2020-07-30,EXPE,Consumer Discretionary,SELL,0.490560862841881
2251,2020-07-30,TAP,Consumer Staples,SELL,0.26541049154981655
2252,2020-07-30,BIO,Health Care,SELL,0.4776109940387213
2253,2020-07-30,MTD,Health Care,SELL,0.48587735888457084
2254,2020-07-30,MAS,Industrials,SELL,0.4988566183066924
2255,2020-07-30,ES,Utilities,BUY,0.5154763488472057
2256,2020-07-30,TXT,Industrials,SELL,0.4995926640663933
2257,2020-07-30,MGM,Consumer Discretionary,BUY,0.5014565857079123
2258,2020-07-30,WM,Industrials,BUY,0.5088917432101472
2259,2020-07-30,CMCSA,Communication Services,SELL,0.490603048045949
2260,2020-07-30,APTV,Consumer Discretionary,BUY,0.5078080836108794
2261,2020-07-30,LKQ,Consumer Discretionary,BUY,0.5080909732032027
2262,2020-07-30,NOC,Industrials,BUY,0.5117957273079515
2263,2020-07-30,DLR,Real Estate,SELL,0.4795415443491541
2264,2020-07-30,NEM,Materials,SELL,0.4874977541057187
2265,2020-07-30,XLNX,Information Technology,BUY,0.5178180939395769
2266,2020-07-30,XYL,Industrials,BUY,0.5073506897772398
2267,2020-07-30,VRTX,Health Care,SELL,0.4887039637668874
2268,2020-07-30,TFX,Health Care,SELL,0.47699535073385746
2269,2020-07-30,COP,Energy,SELL,0.3106264031609858
2270,2020-07-30,ICE,Financials,BUY,0.5102744910625171
2271,2020-07-30,BAX,Health Care,SELL,0.478015512790846
2272,2020-07-30,GILD,Health Care,SELL,0.47062931488571075
2273,2020-07-30,PG,Consumer Staples,SELL,0.37833438862089935
2274,2020-07-30,XEL,Utilities,BUY,0.5046355274468175
2275,2020-07-31,NWL,Consumer Discretionary,BUY,0.5033143547880002
2276,2020-07-31,D,Utilities,SELL,0.48260486601204794
2277,2020-07-31,IDXX,Health Care,SELL,0.4912858437460232
2278,2020-07-31,UAA,Consumer Discretionary,SELL,0.4912032111933298
2279,2020-07-31,CL,Consumer Staples,SELL,0.3770315983819522
2280,2020-07-31,F,Consumer Discretionary,BUY,0.519393456108302
2281,2020-07-31,CHD,Consumer Staples,SELL,0.39353661196226963
2282,2020-07-31,CAT,Industrials,BUY,0.5095218928018973
2283,2020-07-31,AON,Financials,BUY,0.51704485745259
2284,2020-07-31,CVX,Energy,SELL,0.2723496628045673
2285,2020-07-31,IP,Materials,SELL,0.481639882001276
2286,2020-07-31,WY,Real Estate,SELL,0.46760537775740035
2287,2020-07-31,CHTR,Communication Services,SELL,0.49088817633516285
2288,2020-07-31,ABBV,Health Care,SELL,0.48528252244136183
2289,2020-07-31,PEG,Utilities,BUY,0.5073379506200691
2290,2020-07-31,XOM,Energy,SELL,0.29145520536148
2291,2020-07-31,PSX,Energy,SELL,0.3443865843424491
2292,2020-07-31,CBRE,Real Estate,SELL,0.45255516860260186
2293,2020-07-31,MRK,Health Care,SELL,0.47493495266688696
2294,2020-07-31,SNA,Industrials,BUY,0.513655753558666
2295,2020-07-31,CBOE,Financials,BUY,0.5258983490873987
2296,2020-07-31,UA,Consumer Discretionary,SELL,0.49415980695908723
2297,2020-07-31,LYB,Materials,SELL,0.4896937062111932
2298,2020-07-31,ITW,Industrials,BUY,0.5155788598946972
2299,2020-07-31,SWK,Industrials,BUY,0.5011938505151974
2300,2020-07-31,JCI,Industrials,SELL,0.4986437243444538
2301,2020-07-31,LHX,Industrials,BUY,0.5082539895881614
2302,2020-08-03,MPC,Energy,SELL,0.31463173191197347
2303,2020-08-03,IR,Industrials,BUY,0.5002936654016087
2304,2020-08-03,ESS,Real Estate,SELL,0.42094630784170517
2305,2020-08-03,L,Financials,SELL,0.49449535642314957
2306,2020-08-03,WMB,Energy,SELL,0.3104539383943148
2307,2020-08-03,CLX,Consumer Staples,SELL,0.38299067251576946
2308,2020-08-03,KLAC,Information Technology,BUY,0.5243972928213667
2309,2020-08-03,LEG,Consumer Discretionary,BUY,0.5073237307405833
2310,2020-08-03,STE,Health Care,SELL,0.47874308477518057
2311,2020-08-03,AIG,Financials,BUY,0.5056207864137928
2312,2020-08-03,TSN,Consumer Staples,SELL,0.36487794242398813
2313,2020-08-03,CMS,Utilities,BUY,0.5067176941785726
2314,2020-08-03,FANG,Energy,SELL,0.3527382344507817
2315,2020-08-03,O,Real Estate,SELL,0.44706863585297446
2316,2020-08-03,J,Industrials,BUY,0.5252754898151817
2317,2020-08-03,REG,Real Estate,SELL,0.44666417057335067
2318,2020-08-03,SBAC,Real Estate,SELL,0.48382372942530305
2319,2020-08-03,VNO,Real Estate,SELL,0.4272036671923498
2320,2020-08-03,GPN,Information Technology,BUY,0.5078717457498066
2321,2020-08-03,MCK,Health Care,SELL,0.46306672909692687
2322,2020-08-03,TTWO,Communication Services,SELL,0.49063657679981854
2323,2020-08-04,FOX,Communication Services,SELL,0.4961506017405267
2324,2020-08-04,RL,Consumer Discretionary,BUY,0.5110188418706785
2325,2020-08-04,HSIC,Health Care,SELL,0.48901422978743325
2326,2020-08-04,MNST,Consumer Staples,SELL,0.3922269187170002
2327,2020-08-04,AIZ,Financials,BUY,0.5317492456585478
2328,2020-08-04,EXPD,Industrials,BUY,0.5251519284882827
2329,2020-08-04,VRSK,Industrials,BUY,0.5111417694374766
2330,2020-08-04,ENPH,Information Technology,BUY,0.5223904599571607
2331,2020-08-04,EMR,Industrials,BUY,0.5104239374841427
2332,2020-08-04,EXC,Utilities,BUY,0.5035579055464418
2333,2020-08-04,DIS,Communication Services,SELL,0.4905578764412738
2334,2020-08-04,VMC,Materials,SELL,0.4946180766639262
2335,2020-08-04,MOS,Materials,BUY,0.5101466261004276
2336,2020-08-04,IT,Information Technology,BUY,0.510590832804068
2337,2020-08-04,TDG,Industrials,SELL,0.4816352640988466
2338,2020-08-04,EXR,Real Estate,SELL,0.45887084652790355
2339,2020-08-04,ANET,Information Technology,BUY,0.5189521940482146
2340,2020-08-04,PXD,Energy,SELL,0.27645135335344645
2341,2020-08-04,ZBH,Health Care,SELL,0.47781880647778985
2342,2020-08-04,WEC,Utilities,BUY,0.5099283727836877
2343,2020-08-04,FIS,Information Technology,BUY,0.5116509308990744
2344,2020-08-04,AME,Industrials,BUY,0.5119255120618967
2345,2020-08-04,ATVI,Communication Services,SELL,0.4944488157600269
2346,2020-08-04,PEAK,Real Estate,SELL,0.44652134537178695
2347,2020-08-04,INCY,Health Care,SELL,0.4820252844139982
2348,2020-08-04,PAYC,Information Technology,BUY,0.5155367956437786
2349,2020-08-04,MCHP,Information Technology,BUY,0.5195181841099389
2350,2020-08-04,FOXA,Communication Services,SELL,0.49548834121999386
2351,2020-08-04,LDOS,Industrials,BUY,0.5099760364531327
2352,2020-08-04,WYNN,Consumer Discretionary,SELL,0.4828568845538294
2353,2020-08-04,IPGP,Information Technology,BUY,0.5178717487941369
2354,2020-08-04,DVN,Energy,SELL,0.26091406971376585
2355,2020-08-04,ALL,Financials,BUY,0.5198032831777016
2356,2020-08-04,FMC,Materials,SELL,0.4984049315275945
2357,2020-08-04,WU,Information Technology,BUY,0.5164442323585663
2358,2020-08-04,PRU,Financials,SELL,0.47128353095872
2359,2020-08-04,WRK,Materials,BUY,0.506672312024557
2360,2020-08-05,BWA,Consumer Discretionary,BUY,0.5070182521552838
2361,2020-08-05,REGN,Health Care,SELL,0.49358523284223366
2362,2020-08-05,WDC,Information Technology,BUY,0.519633331603157
2363,2020-08-05,FISV,Information Technology,BUY,0.5106400035550857
2364,2020-08-05,LUMN,Communication Services,SELL,0.4984585946395758
2365,2020-08-05,CRL,Health Care,SELL,0.4809132308417936
2366,2020-08-05,ETSY,Consumer Discretionary,SELL,0.4978935149917851
2367,2020-08-05,HUM,Health Care,SELL,0.4818434340426893
2368,2020-08-05,EVRG,Utilities,BUY,0.5057115148820194
2369,2020-08-05,LYV,Communication Services,SELL,0.48274233351825413
2370,2020-08-05,RMD,Health Care,SELL,0.4894098214625351
2371,2020-08-05,LNC,Financials,BUY,0.5645497475946546
2372,2020-08-05,PSA,Real Estate,SELL,0.44998245745777515
2373,2020-08-05,ANSS,Information Technology,BUY,0.5258200165025222
2374,2020-08-05,AWK,Utilities,BUY,0.5125829127952866
2375,2020-08-05,ETR,Utilities,BUY,0.5054019618946747
2376,2020-08-05,ABC,Health Care,SELL,0.4672903148868884
2377,2020-08-05,CF,Materials,BUY,0.5021924822595167
2378,2020-08-05,SRE,Utilities,BUY,0.5037621940131014
2379,2020-08-05,PRGO,Health Care,SELL,0.4753662591367036
2380,2020-08-05,NLSN,Industrials,SELL,0.4909746216590369
2381,2020-08-05,ALB,Materials,SELL,0.4931420346045361
2382,2020-08-05,CVS,Health Care,SELL,0.46806792723501744
2383,2020-08-05,RE,Financials,BUY,0.5473380512516721
2384,2020-08-05,WELL,Real Estate,SELL,0.4497536221140729
2385,2020-08-05,CDW,Information Technology,BUY,0.5142516036931988
2386,2020-08-05,NI,Utilities,BUY,0.5045602461550507
2387,2020-08-05,EMN,Materials,SELL,0.48990686027926705
2388,2020-08-05,ATO,Utilities,SELL,0.49895557086356385
2389,2020-08-05,DISCK,Communication Services,SELL,0.4846999176814025
2390,2020-08-05,DISCA,Communication Services,SELL,0.48362262073806
2391,2020-08-05,CTVA,Materials,BUY,0.5008729364488681
2392,2020-08-05,MRO,Energy,SELL,0.31822339268723776
2393,2020-08-05,FRT,Real Estate,SELL,0.44350014477981214
2394,2020-08-06,ED,Utilities,SELL,0.4941486055354285
2395,2020-08-06,AEP,Utilities,BUY,0.5051919479592315
2396,2020-08-06,PENN,Consumer Discretionary,SELL,0.48596122879463804
2397,2020-08-06,NCLH,Consumer Discretionary,SELL,0.4851944626907921
2398,2020-08-06,MSI,Information Technology,BUY,0.5101698053094185
2399,2020-08-06,EOG,Energy,SELL,0.27700954023104885
2400,2020-08-06,AEE,Utilities,BUY,0.5104558350145779
2401,2020-08-06,HII,Industrials,BUY,0.513852631687009
2402,2020-08-06,MHK,Consumer Discretionary,BUY,0.5007180926116862
2403,2020-08-06,LNT,Utilities,BUY,0.5106764253586491
2404,2020-08-06,BLL,Materials,SELL,0.4874859865267449
2405,2020-08-06,FTNT,Information Technology,BUY,0.5205861265136206
2406,2020-08-06,VTRS,Health Care,SELL,0.2673459725009915
2407,2020-08-06,ABMD,Health Care,SELL,0.486604456879941
2408,2020-08-06,BMY,Health Care,SELL,0.4824557851007994
2409,2020-08-06,CZR,Consumer Discretionary,SELL,0.4956439006709551
2410,2020-08-06,BDX,Health Care,SELL,0.47727881748925927
2411,2020-08-06,VIAC,Communication Services,SELL,0.48502642160420445
2412,2020-08-06,IRM,Real Estate,SELL,0.4733489646031897
2413,2020-08-06,XRAY,Health Care,SELL,0.4685144400124759
2414,2020-08-06,SEE,Materials,BUY,0.5130652155556064
2415,2020-08-06,PWR,Industrials,BUY,0.5225184525984463
2416,2020-08-06,NWS,Communication Services,BUY,0.5169116746727586
2417,2020-08-06,NLOK,Information Technology,BUY,0.5193882528000646
2418,2020-08-06,ZTS,Health Care,SELL,0.4901814901769226
2419,2020-08-06,AES,Utilities,BUY,0.5107743166289104
2420,2020-08-06,BKNG,Consumer Discretionary,BUY,0.5031799720735846
2421,2020-08-06,CNP,Utilities,BUY,0.5011096383008913
2422,2020-08-06,RSG,Industrials,BUY,0.5090901115577098
2423,2020-08-06,DXC,Information Technology,BUY,0.5585462862980048
2424,2020-08-06,ILMN,Health Care,SELL,0.4837113322489284
2425,2020-08-06,HLT,Consumer Discretionary,BUY,0.5027033979128857
2426,2020-08-06,HWM,Industrials,BUY,0.5004554469805361
2427,2020-08-06,TMUS,Communication Services,SELL,0.4862702731741304
2428,2020-08-06,NWSA,Communication Services,BUY,0.5169116746727586
2429,2020-08-06,PNW,Utilities,BUY,0.5137642184670717
2430,2020-08-06,FLT,Information Technology,BUY,0.5110239760459071
2431,2020-08-07,KIM,Real Estate,SELL,0.45873674657106334
2432,2020-08-07,DISH,Communication Services,SELL,0.4822740505110167
2433,2020-08-07,VTR,Real Estate,SELL,0.45747812642549457
2434,2020-08-07,MET,Financials,BUY,0.5479703999430595
2435,2020-08-10,PPL,Utilities,BUY,0.5071059607372719
2436,2020-08-10,SPG,Real Estate,SELL,0.4517799814675972
2437,2020-08-10,RCL,Consumer Discretionary,SELL,0.49619217334189164
2438,2020-08-10,MAR,Consumer Discretionary,BUY,0.5039758250104197
2439,2020-08-10,OXY,Energy,SELL,0.2636609107970778
2440,2020-08-10,DUK,Utilities,SELL,0.48178551303417355
2441,2020-08-10,IFF,Materials,SELL,0.4826823434184837
2442,2020-08-10,BRK-B,Financials,BUY,0.530233924385491
2443,2020-08-11,SYY,Consumer Staples,SELL,0.4022702262867613
2444,2020-08-11,BR,Information Technology,BUY,0.5205483192222745
2445,2020-08-12,CSCO,Information Technology,BUY,0.5204550974913087
2446,2020-08-13,AMAT,Information Technology,BUY,0.5243510893082938
2447,2020-08-13,CAH,Health Care,SELL,0.45700743646304
2448,2020-08-13,TPR,Consumer Discretionary,SELL,0.47963810407842594
2449,2020-08-18,AAP,Consumer Discretionary,BUY,0.5167285024074666
2450,2020-08-18,A,Health Care,SELL,0.4882693826371954
2451,2020-08-18,JKHY,Information Technology,BUY,0.5190424983610868
2452,2020-08-18,HD,Consumer Discretionary,BUY,0.5184175841657277
2453,2020-08-18,WMT,Consumer Staples,SELL,0.40850534608818984
2454,2020-08-18,AMCR,Materials,BUY,0.5079442338995521
2455,2020-08-19,TGT,Consumer Discretionary,BUY,0.5179547669208184
2456,2020-08-19,ADI,Information Technology,BUY,0.5129810065305077
2457,2020-08-19,LB,Consumer Discretionary,BUY,0.5103988499942805
2458,2020-08-19,LOW,Consumer Discretionary,BUY,0.5095897915424775
2459,2020-08-19,TJX,Consumer Discretionary,BUY,0.5005840433455863
2460,2020-08-19,SNPS,Information Technology,BUY,0.5231598204408116
2461,2020-08-19,NVDA,Information Technology,BUY,0.5258154998423814
2462,2020-08-20,ROST,Consumer Discretionary,BUY,0.5019762865265975
2463,2020-08-20,EL,Consumer Staples,SELL,0.3649016950922801
2464,2020-08-20,KEYS,Information Technology,BUY,0.5130351703407652
2465,2020-08-21,DE,Industrials,BUY,0.5013282483474838
2466,2020-08-25,CRM,Information Technology,BUY,0.5243658774618646
2467,2020-08-25,INTU,Information Technology,BUY,0.5141101289155269
2468,2020-08-25,HPE,Information Technology,BUY,0.5258496601661903
2469,2020-08-25,BBY,Consumer Discretionary,BUY,0.500617369698146
2470,2020-08-25,ADSK,Information Technology,BUY,0.5187448468046975
2471,2020-08-25,HRL,Consumer Staples,SELL,0.3909619264710314
2472,2020-08-25,SJM,Consumer Staples,SELL,0.379188959560035
2473,2020-08-26,NTAP,Information Technology,BUY,0.5162481610440066
2474,2020-08-26,PH,Industrials,BUY,0.504977197854124
2475,2020-08-27,ULTA,Consumer Discretionary,BUY,0.5045760829079129
2476,2020-08-27,DG,Consumer Discretionary,BUY,0.510542161406923
2477,2020-08-27,HPQ,Information Technology,BUY,0.5119500683425261
2478,2020-08-27,GPS,Consumer Discretionary,SELL,0.4813267737645857
2479,2020-08-31,CTLT,Health Care,SELL,0.4763382315571598
2480,2020-09-02,PVH,Consumer Discretionary,BUY,0.5118122329805614
2481,2020-09-02,BF-B,Consumer Staples,SELL,0.3955755825364585
2482,2020-09-02,CPRT,Industrials,BUY,0.5184320734543985
2483,2020-09-03,MDT,Health Care,SELL,0.4756505237925083
2484,2020-09-03,CPB,Consumer Staples,SELL,0.3878442305572981
2485,2020-09-03,AVGO,Information Technology,BUY,0.5170508889342117
2486,2020-09-03,COO,Health Care,SELL,0.4744187245668304
2487,2020-09-10,ORCL,Information Technology,BUY,0.513538397792666
2488,2020-09-11,KR,Consumer Staples,SELL,0.4279997549751227
2489,2020-09-14,LEN,Consumer Discretionary,BUY,0.502990853165388
2490,2020-09-15,FDX,Industrials,BUY,0.5050663649046601
2491,2020-09-15,ADBE,Information Technology,BUY,0.521600447337965
2492,2020-09-22,AZO,Consumer Discretionary,BUY,0.5015521677629126
2493,2020-09-22,NKE,Consumer Discretionary,BUY,0.5092954246075797
2494,2020-09-23,CTAS,Industrials,BUY,0.5138235421494717
2495,2020-09-24,DRI,Consumer Discretionary,BUY,0.5033997678691147
2496,2020-09-24,COST,Consumer Staples,SELL,0.4228074033804775
2497,2020-09-24,KMX,Consumer Discretionary,BUY,0.5046739523816661
2498,2020-09-24,ACN,Information Technology,BUY,0.5148859360730522
2499,2020-09-29,MKC,Consumer Staples,SELL,0.3933611065070188
2500,2020-09-29,MU,Information Technology,BUY,0.5206352286377044
2501,2020-09-29,INFO,Industrials,BUY,0.5120693577519195
2502,2020-10-01,PEP,Consumer Staples,SELL,0.37668807787409864
2503,2020-10-01,STZ,Consumer Staples,SELL,0.3477049957333002
2504,2020-10-01,CAG,Consumer Staples,SELL,0.35659803382451494
2505,2020-10-06,PAYX,Information Technology,BUY,0.5138402032837801
2506,2020-10-07,LW,Consumer Staples,SELL,0.3823774069041543
2507,2020-10-08,DPZ,Consumer Discretionary,SELL,0.49947593939811663
2508,2020-10-08,CCL,Consumer Discretionary,SELL,0.48928499636462647
2509,2020-10-13,C,Financials,BUY,0.5645553652010575
2510,2020-10-13,DAL,Industrials,BUY,0.5084400171964674
2511,2020-10-13,FRC,Financials,BUY,0.5115378238711336
2512,2020-10-13,BLK,Financials,BUY,0.5163012417186057
2513,2020-10-13,JNJ,Health Care,SELL,0.47817967235775777
2514,2020-10-13,JPM,Financials,BUY,0.5201891974017917
2515,2020-10-13,FAST,Industrials,BUY,0.5143722982090213
2516,2020-10-14,PNC,Financials,BUY,0.5383601146042079
2517,2020-10-14,UAL,Industrials,SELL,0.46773076451294904
2518,2020-10-14,GS,Financials,BUY,0.5204551879347864
2519,2020-10-14,PGR,Financials,SELL,0.49816417885469355
2520,2020-10-14,WFC,Financials,BUY,0.5540120602321015
2521,2020-10-14,BAC,Financials,BUY,0.534674554192799
2522,2020-10-14,USB,Financials,BUY,0.5249260759225096
2523,2020-10-14,UNH,Health Care,SELL,0.4850657569879298
2524,2020-10-15,WBA,Consumer Staples,SELL,0.3820134044098995
2525,2020-10-15,MS,Financials,BUY,0.5069444660738477
2526,2020-10-15,TFC,Financials,BUY,0.5387540372465293
2527,2020-10-15,ISRG,Health Care,SELL,0.4823770889646775
2528,2020-10-15,SCHW,Financials,BUY,0.5182767703046166
2529,2020-10-16,BK,Financials,BUY,0.5728061954237927
2530,2020-10-16,KSU,Industrials,BUY,0.5184839316004481
2531,2020-10-16,JBHT,Industrials,BUY,0.5110124654874922
2532,2020-10-16,STT,Financials,BUY,0.5387383888507054
2533,2020-10-16,SLB,Energy,SELL,0.3529678192424782
2534,2020-10-16,CFG,Financials,BUY,0.5620063421625295
2535,2020-10-19,PPG,Materials,SELL,0.49837853153978723
2536,2020-10-19,CDNS,Information Technology,BUY,0.520969460101772
2537,2020-10-19,ZION,Financials,BUY,0.5550304346680002
2538,2020-10-19,IBM,Information Technology,BUY,0.5146258946697274
2539,2020-10-20,LMT,Industrials,BUY,0.5118668928431976
2540,2020-10-20,TRV,Financials,BUY,0.5202485167003494
2541,2020-10-20,PG,Consumer Staples,SELL,0.37568828847202573
2542,2020-10-20,NFLX,Communication Services,SELL,0.48489355037376897
2543,2020-10-20,TXN,Information Technology,BUY,0.5185571804215059
2544,2020-10-20,PM,Consumer Staples,SELL,0.3627908657859838
2545,2020-10-20,PCAR,Industrials,BUY,0.5171130114750151
2546,2020-10-20,RF,Financials,BUY,0.5732994879045863
2547,2020-10-20,NVR,Consumer Discretionary,BUY,0.5081530150123004
2548,2020-10-20,CMA,Financials,BUY,0.5675950960761683
2549,2020-10-20,SYF,Financials,BUY,0.5253052907443098
2550,2020-10-20,PLD,Real Estate,SELL,0.45909441406292345
2551,2020-10-20,WRB,Financials,BUY,0.5040190865909059
2552,2020-10-20,TER,Information Technology,BUY,0.5233057493698147
2553,2020-10-20,IQV,Health Care,SELL,0.47963273374225496
2554,2020-10-20,DOV,Industrials,BUY,0.5139246945818852
2555,2020-10-20,PNR,Industrials,BUY,0.5259935048197072
2556,2020-10-21,CSX,Industrials,BUY,0.5147159222347704
2557,2020-10-21,GL,Financials,BUY,0.5292082208174701
2558,2020-10-21,TDY,Industrials,BUY,0.5048028083748103
2559,2020-10-21,LVS,Consumer Discretionary,BUY,0.5030279817089882
2560,2020-10-21,DFS,Financials,BUY,0.5264245911303769
2561,2020-10-21,IPG,Communication Services,SELL,0.4961946196725602
2562,2020-10-21,EW,Health Care,SELL,0.4782826331460658
2563,2020-10-21,KEY,Financials,BUY,0.5543344341969955
2564,2020-10-21,KMI,Energy,SELL,0.3971387426348641
2565,2020-10-21,XLNX,Information Technology,BUY,0.5126749758395527
2566,2020-10-21,TSLA,Consumer Discretionary,BUY,0.5619866637628771
2567,2020-10-21,BKR,Energy,SELL,0.38363562890849323
2568,2020-10-21,BIIB,Health Care,SELL,0.4755182854627694
2569,2020-10-21,NTRS,Financials,BUY,0.5183248644408469
2570,2020-10-21,AVY,Materials,BUY,0.5122773506614284
2571,2020-10-21,WHR,Consumer Discretionary,BUY,0.5096244378939214
2572,2020-10-21,VZ,Communication Services,SELL,0.48680714608813525
2573,2020-10-21,LRCX,Information Technology,BUY,0.5279940407924854
2574,2020-10-21,CMG,Consumer Discretionary,BUY,0.5099160544244993
2575,2020-10-21,ABT,Health Care,SELL,0.484434709704219
2576,2020-10-21,ALGN,Health Care,SELL,0.4879530829959369
2577,2020-10-21,TMO,Health Care,SELL,0.4891211492955206
2578,2020-10-21,CCI,Real Estate,SELL,0.47340736197397115
2579,2020-10-21,APH,Information Technology,BUY,0.5169056446992052
2580,2020-10-21,NDAQ,Financials,BUY,0.5088928858381818
2581,2020-10-22,VRSN,Information Technology,BUY,0.5037518630824743
2582,2020-10-22,EFX,Industrials,BUY,0.5130301306596319
2583,2020-10-22,KO,Consumer Staples,SELL,0.3820081240563923
2584,2020-10-22,NUE,Materials,BUY,0.5000509165735098
2585,2020-10-22,VLO,Energy,SELL,0.3816525205119929
2586,2020-10-22,WST,Health Care,SELL,0.4905682671357138
2587,2020-10-22,AEP,Utilities,BUY,0.5077461209150368
2588,2020-10-22,SIVB,Financials,BUY,0.5839278173294291
